Parameter,Group,Mean_Group1,Mean_Group2,Difference,CI,CI_low,CI_high,t,df_error,p,Method,Alternative,d,d_CI_low,d_CI_high
body_mass_g,sex,3368.8356164383563,4043.4931506849316,-674.6575342465753,0.95,-776.3011621532204,-573.0139063399301,-13.126285923485874,135.69357893530378,6.402319748031842e-26,Welch Two Sample t-test,two.sided,-2.253679774265878,-2.681172606273162,-1.8209537614304103
